,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
209,2021-01-12,691.4392572118015,601.3517071730828,775.6367024364304,691.4392572118015,691.4392572118015,-2.3833795792149366,-2.3833795792149366,-2.3833795792149366,-2.3833795792149366,-2.3833795792149366,-2.3833795792149366,0.0,0.0,0.0,689.0558776325865
210,2021-01-13,693.896342453188,601.4974199281138,773.0807351319161,693.896342453188,693.896342453188,-3.4943599920800934,-3.4943599920800934,-3.4943599920800934,-3.4943599920800934,-3.4943599920800934,-3.4943599920800934,0.0,0.0,0.0,690.4019824611079
211,2021-01-14,696.3534276945745,605.2288712226613,778.4945825228501,696.3534276945745,696.3534276945745,-3.8435786953113578,-3.8435786953113578,-3.8435786953113578,-3.8435786953113578,-3.8435786953113578,-3.8435786953113578,0.0,0.0,0.0,692.5098489992631
212,2021-01-15,698.8105129359611,605.1483855031063,774.7161779256234,698.8105129359611,698.8105129359611,-7.76254655205225,-7.76254655205225,-7.76254655205225,-7.76254655205225,-7.76254655205225,-7.76254655205225,0.0,0.0,0.0,691.0479663839088
213,2021-01-19,708.6388539015073,621.1740300519301,794.2520128116037,708.6388539015073,708.6388539015073,-2.3833795792071446,-2.3833795792071446,-2.3833795792071446,-2.3833795792071446,-2.3833795792071446,-2.3833795792071446,0.0,0.0,0.0,706.2554743223002
214,2021-01-20,711.0959391428938,626.8493296154279,794.622964011718,711.0959391428938,711.0959391428938,-3.4943599920812867,-3.4943599920812867,-3.4943599920812867,-3.4943599920812867,-3.4943599920812867,-3.4943599920812867,0.0,0.0,0.0,707.6015791508125
215,2021-01-21,713.5530243842803,619.2482854003365,792.6309948720146,713.5530243842803,713.5530243842803,-3.8435786953101796,-3.8435786953101796,-3.8435786953101796,-3.8435786953101796,-3.8435786953101796,-3.8435786953101796,0.0,0.0,0.0,709.7094456889702
216,2021-01-22,716.0101096256668,623.1081836565163,791.2443769938662,716.0101096256668,716.0101096256668,-7.762546552089007,-7.762546552089007,-7.762546552089007,-7.762546552089007,-7.762546552089007,-7.762546552089007,0.0,0.0,0.0,708.2475630735778
217,2021-01-25,723.3813653498265,629.3806638035932,800.4220567671191,723.3813653498265,723.3813653498265,-5.864684727315609,-5.864684727315609,-5.864684727315609,-5.864684727315609,-5.864684727315609,-5.864684727315609,0.0,0.0,0.0,717.5166806225109
218,2021-01-26,725.8384505912129,643.265280923456,813.9201842317023,725.8384505912129,725.8384505912129,-2.3833795791993535,-2.3833795791993535,-2.3833795791993535,-2.3833795791993535,-2.3833795791993535,-2.3833795791993535,0.0,0.0,0.0,723.4550710120136
219,2021-01-27,728.2955358325996,644.7575700229597,814.2324029173574,728.2955358325996,728.2955358325996,-3.4943599920781234,-3.4943599920781234,-3.4943599920781234,-3.4943599920781234,-3.4943599920781234,-3.4943599920781234,0.0,0.0,0.0,724.8011758405215
220,2021-01-28,730.7526210739861,645.2634685837454,812.4769268639276,730.7526210739861,730.7526210739861,-3.84357869531785,-3.84357869531785,-3.84357869531785,-3.84357869531785,-3.84357869531785,-3.84357869531785,0.0,0.0,0.0,726.9090423786682
221,2021-01-29,733.2097063153726,643.2482617824893,813.569480653068,733.2097063153726,733.2097063153726,-7.762546552093638,-7.762546552093638,-7.762546552093638,-7.762546552093638,-7.762546552093638,-7.762546552093638,0.0,0.0,0.0,725.4471597632789
222,2021-02-01,740.5809620395323,642.9558715845387,821.0911750197328,740.5809620395323,740.5809620395323,-5.864684727308615,-5.864684727308615,-5.864684727308615,-5.864684727308615,-5.864684727308615,-5.864684727308615,0.0,0.0,0.0,734.7162773122237
223,2021-02-02,743.0380472809187,649.8350257642898,826.1306429622347,743.0380472809187,743.0380472809187,-2.383379579219386,-2.383379579219386,-2.383379579219386,-2.383379579219386,-2.383379579219386,-2.383379579219386,0.0,0.0,0.0,740.6546677016993
224,2021-02-03,745.4951325223053,654.2211865153658,827.9602459380567,745.4951325223053,745.4951325223053,-3.4943599920793167,-3.4943599920793167,-3.4943599920793167,-3.4943599920793167,-3.4943599920793167,-3.4943599920793167,0.0,0.0,0.0,742.000772530226
225,2021-02-04,747.9522177636918,651.2280481317176,832.1629726241631,747.9522177636918,747.9522177636918,-3.8435786953166713,-3.8435786953166713,-3.8435786953166713,-3.8435786953166713,-3.8435786953166713,-3.8435786953166713,0.0,0.0,0.0,744.1086390683752
226,2021-02-05,750.4093030050784,653.3372292166123,830.5665697711186,750.4093030050784,750.4093030050784,-7.762546552062843,-7.762546552062843,-7.762546552062843,-7.762546552062843,-7.762546552062843,-7.762546552062843,0.0,0.0,0.0,742.6467564530155
227,2021-02-08,757.7805587292379,673.1549842016285,837.1019541848027,757.7805587292379,757.7805587292379,-5.864684727321538,-5.864684727321538,-5.864684727321538,-5.864684727321538,-5.864684727321538,-5.864684727321538,0.0,0.0,0.0,751.9158740019163
228,2021-02-09,760.2376439706245,674.191484930763,843.0962593298703,760.2376439706245,760.2376439706245,-2.383379579223628,-2.383379579223628,-2.383379579223628,-2.383379579223628,-2.383379579223628,-2.383379579223628,0.0,0.0,0.0,757.8542643914009
229,2021-02-10,762.694729212011,676.5490794933902,847.8331887285334,762.694729212011,762.694729212011,-3.494359992078742,-3.494359992078742,-3.494359992078742,-3.494359992078742,-3.494359992078742,-3.494359992078742,0.0,0.0,0.0,759.2003692199322
230,2021-02-11,765.1518144533976,678.6900526699919,846.0136479186016,765.1518144533976,765.1518144533976,-3.8435786953243416,-3.8435786953243416,-3.8435786953243416,-3.8435786953243416,-3.8435786953243416,-3.8435786953243416,0.0,0.0,0.0,761.3082357580732
231,2021-02-12,767.6088996947841,675.8592870029851,846.1633277176892,767.6088996947841,767.6088996947841,-7.762546552067474,-7.762546552067474,-7.762546552067474,-7.762546552067474,-7.762546552067474,-7.762546552067474,0.0,0.0,0.0,759.8463531427167
232,2021-02-16,777.4372406603303,688.9412082025132,857.6963499318034,777.4372406603303,777.4372406603303,-2.3833795792038037,-2.3833795792038037,-2.3833795792038037,-2.3833795792038037,-2.3833795792038037,-2.3833795792038037,0.0,0.0,0.0,775.0538610811265
233,2021-02-17,779.8943259017168,688.1593111637446,863.430829951753,779.8943259017168,779.8943259017168,-3.494359992081704,-3.494359992081704,-3.494359992081704,-3.494359992081704,-3.494359992081704,-3.494359992081704,0.0,0.0,0.0,776.3999659096351
234,2021-02-18,782.3514111431033,689.2133365588172,863.5843430769753,782.3514111431033,782.3514111431033,-3.8435786953008626,-3.8435786953008626,-3.8435786953008626,-3.8435786953008626,-3.8435786953008626,-3.8435786953008626,0.0,0.0,0.0,778.5078324478025
235,2021-02-19,784.8084963844899,692.6691897362319,862.2859058060831,784.8084963844899,784.8084963844899,-7.762546552054393,-7.762546552054393,-7.762546552054393,-7.762546552054393,-7.762546552054393,-7.762546552054393,0.0,0.0,0.0,777.0459498324356
236,2021-02-22,792.1797521086495,698.6291596763612,870.3078642744578,792.1797521086495,792.1797521086495,-5.86468472732747,-5.86468472732747,-5.86468472732747,-5.86468472732747,-5.86468472732747,-5.86468472732747,0.0,0.0,0.0,786.315067381322
237,2021-02-23,794.636837350036,708.5030160336638,880.150016991877,794.636837350036,794.636837350036,-2.383379579235872,-2.383379579235872,-2.383379579235872,-2.383379579235872,-2.383379579235872,-2.383379579235872,0.0,0.0,0.0,792.2534577708001
238,2021-02-24,797.0939225914226,705.3102268630918,879.1056500690217,797.0939225914226,797.0939225914226,-3.494359992081129,-3.494359992081129,-3.494359992081129,-3.494359992081129,-3.494359992081129,-3.494359992081129,0.0,0.0,0.0,793.5995625993414
239,2021-02-25,799.551007832809,711.5320198050924,882.2179238346228,799.551007832809,799.551007832809,-3.843578695308533,-3.843578695308533,-3.843578695308533,-3.843578695308533,-3.843578695308533,-3.843578695308533,0.0,0.0,0.0,795.7074291375004
240,2021-02-26,802.0080930741957,704.9808058176795,878.8757488584189,802.0080930741957,802.0080930741957,-7.762546552059024,-7.762546552059024,-7.762546552059024,-7.762546552059024,-7.762546552059024,-7.762546552059024,0.0,0.0,0.0,794.2455465221367
241,2021-03-01,809.3793487983552,718.880831632274,891.4040309537384,809.3793487983552,809.3793487983552,-5.864684727294185,-5.864684727294185,-5.864684727294185,-5.864684727294185,-5.864684727294185,-5.864684727294185,0.0,0.0,0.0,803.514664071061
242,2021-03-02,811.8364340397418,724.2551199514687,899.1174291908643,811.8364340397418,811.8364340397418,-2.3833795792160464,-2.3833795792160464,-2.3833795792160464,-2.3833795792160464,-2.3833795792160464,-2.3833795792160464,0.0,0.0,0.0,809.4530544605258
243,2021-03-03,814.2935192811283,723.9134781347091,895.6210148352819,814.2935192811283,814.2935192811283,-3.4943599920805557,-3.4943599920805557,-3.4943599920805557,-3.4943599920805557,-3.4943599920805557,-3.4943599920805557,0.0,0.0,0.0,810.7991592890477
244,2021-03-04,816.7506045225148,723.4595567430001,893.1586184090634,816.7506045225148,816.7506045225148,-3.8435786953073547,-3.8435786953073547,-3.8435786953073547,-3.8435786953073547,-3.8435786953073547,-3.8435786953073547,0.0,0.0,0.0,812.9070258272075
245,2021-03-05,819.2076897639013,718.3076561708523,900.8676016274555,819.2076897639013,819.2076897639013,-7.762546552078069,-7.762546552078069,-7.762546552078069,-7.762546552078069,-7.762546552078069,-7.762546552078069,0.0,0.0,0.0,811.4451432118232
246,2021-03-08,826.5789454880609,732.1635828535781,911.1298993011121,826.5789454880609,826.5789454880609,-5.86468472730711,-5.86468472730711,-5.86468472730711,-5.86468472730711,-5.86468472730711,-5.86468472730711,0.0,0.0,0.0,820.7142607607537
247,2021-03-09,829.0360307294475,741.08291872485,913.5342673224186,829.0360307294475,829.0360307294475,-2.383379579220288,-2.383379579220288,-2.383379579220288,-2.383379579220288,-2.383379579220288,-2.383379579220288,0.0,0.0,0.0,826.6526511502271
248,2021-03-10,831.4931159708341,742.8709296693648,911.4181517344231,831.4931159708341,831.4931159708341,-3.4943599920817494,-3.4943599920817494,-3.4943599920817494,-3.4943599920817494,-3.4943599920817494,-3.4943599920817494,0.0,0.0,0.0,827.9987559787523
249,2021-03-11,833.9502012122206,746.5064761682614,916.0897807556763,833.9502012122206,833.9502012122206,-3.8435786953238735,-3.8435786953238735,-3.8435786953238735,-3.8435786953238735,-3.8435786953238735,-3.8435786953238735,0.0,0.0,0.0,830.1066225168967
250,2021-03-12,836.4072864536071,748.9847760952034,912.1511869777265,836.4072864536071,836.4072864536071,-7.762546552064988,-7.762546552064988,-7.762546552064988,-7.762546552064988,-7.762546552064988,-7.762546552064988,0.0,0.0,0.0,828.644739901542
251,2021-03-13,838.8643716949937,765.0020450228122,930.8780545792532,838.8643716949937,838.8643716949937,11.674274174982694,11.674274174982694,11.674274174982694,11.674274174982694,11.674274174982694,11.674274174982694,0.0,0.0,0.0,850.5386458699763
252,2021-03-14,841.3214569363801,770.2490869727235,936.6758564676037,841.3214569363801,841.3214569363801,11.674275370936138,11.674275370936138,11.674275370936138,11.674275370936138,11.674275370936138,11.674275370936138,0.0,0.0,0.0,852.9957323073162
253,2021-03-15,843.7785421777667,755.146658190379,926.1278866226434,843.7732477053617,843.7785421777667,-5.8646847273001175,-5.8646847273001175,-5.8646847273001175,-5.8646847273001175,-5.8646847273001175,-5.8646847273001175,0.0,0.0,0.0,837.9138574504666
254,2021-03-16,846.2356274191532,758.2276865662852,925.8295619109546,846.2200026749456,846.2456543888455,-2.383379579212496,-2.383379579212496,-2.383379579212496,-2.383379579212496,-2.383379579212496,-2.383379579212496,0.0,0.0,0.0,843.8522478399407
255,2021-03-17,848.6927126605398,760.6777134108027,936.1460243859509,848.6543254282228,848.7168629967919,-3.4943599920768174,-3.4943599920768174,-3.4943599920768174,-3.4943599920768174,-3.4943599920768174,-3.4943599920768174,0.0,0.0,0.0,845.1983526684629
256,2021-03-18,851.1497979019264,758.2386429212668,929.8529502400165,851.0858026752346,851.1942041519134,-3.8435786953226954,-3.8435786953226954,-3.8435786953226954,-3.8435786953226954,-3.8435786953226954,-3.8435786953226954,0.0,0.0,0.0,847.3062192066037
257,2021-03-19,853.6068831433129,764.7233102262028,929.0312901781145,853.5136538231344,853.6766527927017,-7.762546552051907,-7.762546552051907,-7.762546552051907,-7.762546552051907,-7.762546552051907,-7.762546552051907,0.0,0.0,0.0,845.8443365912609
258,2021-03-20,856.0639683846995,784.4356246492765,958.9052668395017,855.9401503561639,856.1641584614099,11.674274175010252,11.674274175010252,11.674274175010252,11.674274175010252,11.674274175010252,11.674274175010252,0.0,0.0,0.0,867.7382425597098
259,2021-03-21,858.5210536260859,783.5336344876653,953.1351333013417,858.3548243041189,858.6486609535045,11.674275370932559,11.674275370932559,11.674275370932559,11.674275370932559,11.674275370932559,11.674275370932559,0.0,0.0,0.0,870.1953289970185
260,2021-03-22,860.9781388674725,776.348063028396,941.7588116224877,860.7728204558351,861.1304420962559,-5.86468472728675,-5.86468472728675,-5.86468472728675,-5.86468472728675,-5.86468472728675,-5.86468472728675,0.0,0.0,0.0,855.1134541401857
261,2021-03-23,863.435224108859,772.0634533303513,954.6923135908806,863.1945433060658,863.6292335376751,-2.3833795792047034,-2.3833795792047034,-2.3833795792047034,-2.3833795792047034,-2.3833795792047034,-2.3833795792047034,0.0,0.0,0.0,861.0518445296542
262,2021-03-24,865.8923093502453,774.9177340297898,937.3315102018776,865.6208418496452,866.1338259467125,-3.4943599920797785,-3.4943599920797785,-3.4943599920797785,-3.4943599920797785,-3.4943599920797785,-3.4943599920797785,0.0,0.0,0.0,862.3979493581655
263,2021-03-25,868.3493945916322,770.6415036764827,948.6869119032497,868.0346835873783,868.6380051329619,-3.843578695321516,-3.843578695321516,-3.843578695321516,-3.843578695321516,-3.843578695321516,-3.843578695321516,0.0,0.0,0.0,864.5058158963107
264,2021-03-26,870.8064798330187,775.110928217047,945.885657057842,870.4429120191077,871.1570375152936,-7.762546552056538,-7.762546552056538,-7.762546552056538,-7.762546552056538,-7.762546552056538,-7.762546552056538,0.0,0.0,0.0,863.0439332809622
265,2021-03-27,873.263565074405,804.3507689790684,971.629959814545,872.8408207375379,873.6927484543282,11.674274175014746,11.674274175014746,11.674274175014746,11.674274175014746,11.674274175014746,11.674274175014746,0.0,0.0,0.0,884.9378392494198
266,2021-03-28,875.7206503157917,795.6571576121337,972.8200619549516,875.2606710170692,876.1866198775265,11.67427537095474,11.67427537095474,11.67427537095474,11.67427537095474,11.67427537095474,11.67427537095474,0.0,0.0,0.0,887.3949256867464
267,2021-03-29,878.1777355571783,790.6238014946593,962.581275592696,877.6714815833287,878.6997033258375,-5.864684727279758,-5.864684727279758,-5.864684727279758,-5.864684727279758,-5.864684727279758,-5.864684727279758,0.0,0.0,0.0,872.3130508298985
268,2021-03-30,880.6348207985648,793.5230130801407,962.2372750283128,880.0827943390659,881.2400534296315,-2.38337957919691,-2.38337957919691,-2.38337957919691,-2.38337957919691,-2.38337957919691,-2.38337957919691,0.0,0.0,0.0,878.2514412193678
269,2021-03-31,883.0919060399511,793.2719943829532,971.3977234294565,882.4808549922715,883.7802813847561,-3.494359992079205,-3.494359992079205,-3.494359992079205,-3.494359992079205,-3.494359992079205,-3.494359992079205,0.0,0.0,0.0,879.5975460478719
270,2021-04-01,885.5489912813377,799.0707124771516,973.8613378911224,884.870220175724,886.3251327720507,-3.843578695329186,-3.843578695329186,-3.843578695329186,-3.843578695329186,-3.843578695329186,-3.843578695329186,0.0,0.0,0.0,881.7054125860086
271,2021-04-02,888.0060765227246,796.1581220365779,967.3697149724635,887.2619220645075,888.8440602370267,-7.762546552093294,-7.762546552093294,-7.762546552093294,-7.762546552093294,-7.762546552093294,-7.762546552093294,0.0,0.0,0.0,880.2435299706312
272,2021-04-03,890.4631617641109,819.6810806005211,989.727024373852,889.6662157277123,891.3649230670047,11.674274175019237,11.674274175019237,11.674274175019237,11.674274175019237,11.674274175019237,11.674274175019237,0.0,0.0,0.0,902.1374359391301
273,2021-04-04,892.9202470054975,818.7191507184389,997.3160359339807,892.0654373417252,893.9134261106892,11.674275370975016,11.674275370975016,11.674275370975016,11.674275370975016,11.674275370975016,11.674275370975016,0.0,0.0,0.0,904.5945223764725
274,2021-04-05,895.3773322468841,801.1564744353776,975.1889144860318,894.4337477956243,896.4526745061859,-5.864684727312598,-5.864684727312598,-5.864684727312598,-5.864684727312598,-5.864684727312598,-5.864684727312598,0.0,0.0,0.0,889.5126475195715
275,2021-04-06,897.8344174882704,810.1147359090521,983.2175707081925,896.8310493638181,898.9950480350708,-2.3833795792011525,-2.3833795792011525,-2.3833795792011525,-2.3833795792011525,-2.3833795792011525,-2.3833795792011525,0.0,0.0,0.0,895.4510379090693
276,2021-04-07,900.291502729657,813.7069066757774,974.4520996070053,899.2304582370065,901.507950419383,-3.494359992080399,-3.494359992080399,-3.494359992080399,-3.494359992080399,-3.494359992080399,-3.494359992080399,0.0,0.0,0.0,896.7971427375767
277,2021-04-08,902.7485879710435,813.4379578561341,993.7031913095697,901.5961796741343,904.0235895091024,-3.8435786953057063,-3.8435786953057063,-3.8435786953057063,-3.8435786953057063,-3.8435786953057063,-3.8435786953057063,0.0,0.0,0.0,898.9050092757378
278,2021-04-09,905.2056732124299,810.0561295644449,990.5149861999473,903.9561995155937,906.5560307287944,-7.762546552097925,-7.762546552097925,-7.762546552097925,-7.762546552097925,-7.762546552097925,-7.762546552097925,0.0,0.0,0.0,897.443126660332
279,2021-04-10,907.6627584538165,832.03162266736,1005.6394640933762,906.3375460611827,909.069433756985,11.67427417502373,11.67427417502373,11.67427417502373,11.67427417502373,11.67427417502373,11.67427417502373,0.0,0.0,0.0,919.3370326288402
280,2021-04-11,910.1198436952033,840.260392815022,1010.2511720645907,908.6934877991948,911.6360429273558,11.674275370947582,11.674275370947582,11.674275370947582,11.674275370947582,11.674275370947582,11.674275370947582,0.0,0.0,0.0,921.7941190661509
